month,campus,source,source_spend_pct_month,allocated_spend,target_leads,target_bookings,target_appointments,target_demos,target_enrollments
May 26,St. Peters-Bangalore,Meta,0.6,222156.0,601.128,3.0056,25.047,10.0188,3.0056
May 26,New 11,Google,0.4,78988.8,142.4896,1.0687,8.9056,3.5622,1.0687
May 26,New 11,Meta,0.6,118483.2,320.6016,1.603,13.3584,5.3434,1.603
May 26,New 12,Google,0.4,78988.8,142.4896,1.0687,8.9056,3.5622,1.0687
May 26,New 12,Meta,0.6,118483.2,320.6016,1.603,13.3584,5.3434,1.603
May 26,New 13,Google,0.4,78988.8,142.4896,1.0687,8.9056,3.5622,1.0687
May 26,New 13,Meta,0.6,118483.2,320.6016,1.603,13.3584,5.3434,1.603
May 26,New 14,Google,0.4,78988.8,142.4896,1.0687,8.9056,3.5622,1.0687
May 26,New 14,Meta,0.6,118483.2,320.6016,1.603,13.3584,5.3434,1.603
Jun 26,Jamshedpur-ArkaJain,Google,0.4,430848.0,777.216,5.8291,48.576,19.4304,5.8291
Jun 26,Jamshedpur-ArkaJain,Meta,0.6,646272.0,1748.736,8.7437,72.864,29.1456,8.7437
Jun 26,Indore-MediCaps,Google,0.4,430848.0,777.216,5.8291,48.576,19.4304,5.8291
Jun 26,Indore-MediCaps,Meta,0.6,646272.0,1748.736,8.7437,72.864,29.1456,8.7437
Jun 26,Kolkata-TechnoIndia,Google,0.4,287232.0,518.144,3.8861,32.384,12.9536,3.8861
Jun 26,Kolkata-TechnoIndia,Meta,0.6,430848.0,1165.824,5.8291,48.576,19.4304,5.8291
Jun 26,Pune-ADYPatil,Google,0.4,287232.0,518.144,3.8861,32.384,12.9536,3.8861
Jun 26,Pune-ADYPatil,Meta,0.6,430848.0,1165.824,5.8291,48.576,19.4304,5.8291
Jun 26,Bengaluru-Presidency,Google,0.4,229785.6,414.5152,3.1089,25.9072,10.3629,3.1089
Jun 26,Bengaluru-Presidency,Meta,0.6,344678.4,932.6592,4.6633,38.8608,15.5443,4.6633
Jun 26,Bangalore-Yenepoya,Google,0.4,71808.0,129.536,0.9715,8.096,3.2384,0.9715
